ID,Review Date,Location,Hotel/Restaurant name,Review
rn479121794,"Reviewed April 26, 2017 ", Karon,Capri Noi Restaurant,Amazing tasty italian pizza. Perfect thin crust with fresh toppings. Great service and the food arrived quickly. This place is definitely recommended if you get sick of the Thai food. Will be returning for sure :)
rn477923167,"Reviewed April 22, 2017 ", Karon,Capri Noi Restaurant,"This place is one to walk past in my opinion, average food, average service and not clean. The prices are low but that was the only plus I could see"
rn477394022,"Reviewed April 20, 2017 ", Karon,Capri Noi Restaurant,"Seriously best pizza in Karon. Pasta was good, but definatly check it out of you want a seriously good wood-fire pizza."
rn477298043,"Reviewed April 19, 2017 ", Karon,Capri Noi Restaurant,Had a good meal here. The restaurant has an air conditioned room which was most welcome! The tiger prawns cooked in pepper and garlic sauce were lovely. The chicken stir fry was equally tasty and the pizzas looked great.
rn476764426,"Reviewed April 18, 2017 ", Karon,Capri Noi Restaurant,"A very good range of food. Ours was well cooked, very tasty and served with a smile! We thought the prices were very good."
rn476354855,"Reviewed April 17, 2017 ", Karon,Capri Noi Restaurant,"We wanted something other than Thai food for a change, and this is the place.
I had Chicken Parmigiana and it was delicious, they where pretty busy. Enjoyed watching the making of the pizzas.
The staff are very friendly, again not to everyone's taste but...More"
rn475249849,"Reviewed April 13, 2017 ", Karon,Capri Noi Restaurant,"Really bad, dont remember that we had anything worse over the last 20 years! Thai food is coming with canned (!!!) vegetables, no taste and awful presentation!
The - Italian - owner tries hard, but its left with a try!!"
rn473704703,"Reviewed April 8, 2017 ", Karon,Capri Noi Restaurant,We ate here about 3 times during a week visit to Karon in April 2017. The western food was great and given our kids are 8 and 5 years it provided a good respite for them from Thai food. Can't comment on the quality of...More
rn471802988,"Reviewed April 1, 2017 ", Karon,Capri Noi Restaurant,Loved it! Aldende pasta! Can be the best i've eaten and we are a very picky family. The canelloni och tortelini was a real food-orgasm to eat! Good prices on the food and drinks. And free wifi! Awsome! We will be back for sure! Love...More
rn469234197,"Reviewed March 21, 2017 ", Karon,Capri Noi Restaurant,"We actually ate here twice. The first time I had the standard Thai fair which was nice without standing out from the competition.
On our way out I spotted the pizza, which looked lovely, so I came back the next day for lunch. I certainly...More"
rn468811816,"Reviewed March 20, 2017 ", Karon,Capri Noi Restaurant,Fun and nightly atmosphere for any age. Menu has a variety of choices and prices are very good. Margherita pizza is a MUST! Pasta dishes are authentic and very tasty. Portion sizes are a bit small but that's what the pizza is for!
rn467406294,"Reviewed March 14, 2017 ", Karon,Capri Noi Restaurant,"If you want Thai food, go to a Thai restaurant. If you want Pizza, come here!!!
Genuine Italian Pizza!
Staff friendly and efficient.
Nice to have a decent size of draft beer."
rn462604527,"Reviewed February 24, 2017 ", Karon,Capri Noi Restaurant,Excellent pizza. Really good food and service. We'll definitely be back before we leave Karon. Need to try the chicken parmigiano!
rn459592665,"Reviewed February 14, 2017 ", Karon,Capri Noi Restaurant,"Ate here last night. We were all pad Thaied out so we tried the Pizza's at this Resturant
The garlic bread to start was good and we had 3 different Pizza's
They are cooked in a brick oven. The owner is Italian so the style...More"
rn458642282,"Reviewed February 11, 2017 ", Karon,Capri Noi Restaurant,"After a week of being on Karon Beach, we were always disappointed by the food and service around. But Capri was a delightful experience.
Great Italian food, think it's owned by Italians, so no wonder. The Thai food was also very tasty. The staff are...More"
rn453489177,"Reviewed January 19, 2017 ", Karon,Capri Noi Restaurant,"Food is average (we both had Thai dishes), and somehow you can taste and also see that there is no pride taken by the staff in any of this: neither the food nor the service."
rn452534742,"Reviewed January 16, 2017 ", Karon,Capri Noi Restaurant,We just ate there and were not impressed. The food was boring and tasteless. The wait for the waiters already at the beginning should have warned us but with 3 small kids it ain't easy to move. My suggestion is to go somewhere else because...More
rn451873902,"Reviewed January 14, 2017 ", Karon,Capri Noi Restaurant,"The four cheese pizza was great, but the pad Thai was pretty bland with a funky aftertaste. I think they should stick to their roots and just do pizza :)
The fresh fruit juice was great too. It was packed when we got there, and...More"
rn449119565,"Reviewed January 4, 2017 ", Karon,Capri Noi Restaurant,"The food is nothing specials. We (4 persons) had 4 types of food. Nice but average. Why the place is loaded at night, I do not know. The waiters are very nice."
rn448866363,"Reviewed January 3, 2017 ", Karon,Capri Noi Restaurant,"We went there for dinner and we had steak, spaghetti with lobster and a delicious authentic Italian tiramisù. The whole experience was amazing..food was great and Luigi and his staff were very friendly. We will definitely be back"
rn448798289,"Reviewed January 3, 2017 ", Karon,Capri Noi Restaurant,"Went to this place as throughout the holiday it always seemed busy, this may have been due to it being a hotel restaurant (which I did not know at the time).
Free wifi, and a happy hour drinks menu which was very cheap. Chose a...More"
rn446834582,"Reviewed December 26, 2016 ", Karon,Capri Noi Restaurant,"This was tthe resturant that was attached to our hotel, but it didn
T seem like it was your usual hotel resturant! The specials were good, the happy hour was good and the pizza was great! Highly recommend. Had a great breakfast and view of...More"
rn446023283,"Reviewed December 22, 2016 ", Karon,Capri Noi Restaurant,"The staff are friendly and the choices on the menu, well what can I say butthere is something for all, we have tried something different each time and they superb."
rn442798381,"Reviewed December 8, 2016 ", Karon,Capri Noi Restaurant,We ate here twice during our stay and the food was very good. Staff were attentive and a nice touch was the Italian owner (nice guy) coming round making sure everything was OK.
rn442186374,"Reviewed December 5, 2016 ", Karon,Capri Noi Restaurant,"We was not extremely hungry and just fancied something easy to eat, tried the Sea Bass and Red Snapper, when it arrived we thought I know we are not hungry but we will still be at the end of this meal, extremely small portions, owner/manager...More"
rn439934083,"Reviewed November 25, 2016 ", Karon,Capri Noi Restaurant,"Few ate here about 4 times on our 12 day stay in Karon. The food is great, tasty & fresh. Loved the cheesy garlic pizza entree, the carbonara is amazing, cheeseburger not too bad, pad Thai was delicious, sweet n sour chicken was nice- and...More"
rn438699050,"Reviewed November 20, 2016 ", Karon,Capri Noi Restaurant,Best pasta and freshest seafood in all of Karon. Lovely staff and service! You will not be disappointed !!!
rn438021769,"Reviewed November 17, 2016 ", Karon,Capri Noi Restaurant,We visited this restaurant on more than one occasion and the food here is really good and at a reasonable price. The added attraction is they have an A/C room with smoking banned so it's one place in Karon that's smoke free
rn437962245,"Reviewed November 16, 2016 ", Karon,Capri Noi Restaurant,"After almost 3 weeks of thaifood it was time for a pizza, and i was NOT dissapointed. Fantastic Italian style pizza with good crust and fresh yummy ingredients.
The staff was extremely friendly, but also VERY busy and I had to work to get their...More"
rn437699898,"Reviewed November 15, 2016 ", Karon,Capri Noi Restaurant,"Was recommended this place by a hotel rep, was not disappointed. The pizza was so tasty, service was very polite and efficient. It also has an airconditioned part if its too humid too eat out."
rn435795238,"Reviewed November 9, 2016 ", Karon,Capri Noi Restaurant,"My boyfriend and I were looking for some tasty Italian food while visiting karon. I ordered a fettuccine carbonara, which was very good. He ordered a margarita pizza which came out plain with just sauce and cheese. By the look of the pics on the...More"
rn434453935,"Reviewed November 3, 2016 ", Karon,Capri Noi Restaurant,"We ate here on our first night after a long day travelling and soon wished we'd changed our mind. Pizza was pretty good, although fries arrived about 15 minutes after it...two of us had the pad Thai and it came out barely lukewarm, which was...More"
rn433160317,"Reviewed October 31, 2016 ", Karon,Capri Noi Restaurant,Eaten here with my partner and my 2 children the pizza was amazing!! the pizza was really cheesy too. We all liked it that much we ate here a second night
rn428641003,"Reviewed October 17, 2016 ", Karon,Capri Noi Restaurant,"This is the second year we have visited this restaurant.
Their pizzas are great and the sea bass with potatoes is wonderful. We always finished with chocolate lava cake to share.
Great value for money and a meal you can count on."
rn428032461,"Reviewed October 14, 2016 ", Karon,Capri Noi Restaurant,"Many choices pizza, pasta, burgers, fish, chips , salads. Plus good Thai specials. Italian manager and chef. Will go back."
rn426229651,"Reviewed October 8, 2016 ", Karon,Capri Noi Restaurant,Selected this restaurant as we were walking along the Karon Shopping Centre. My wife ordered grilled salmon and French fries and I ordered garlic and pepper grilled prawns. There was no resemblance to the menu photos and the meals presented. The salmon looked and tasted...More
rn581064827,Reviewed 2 days ago , Karon,Ann Restaurant,"Please be aware!!!! we decided to enjoy a family dinner together at this Restaurant. The food was ok and the price at the time was good untill the bill came.
Our waitress sent another person to bring our bill to us.... not printed but what...More"
rn579191931,Reviewed 1 week ago , Karon,Ann Restaurant,Food was amazing. Massive servings and great price. Spring rolls and were fantastic. We are staying in Karon for a week and will definitely be back. Loved it!
rn576790078,Reviewed 2 weeks ago , Karon,Ann Restaurant,"Had a dinner here with the family, service was good, food was good and priced well for what it was. A nice solid cheap eat! Was a three star venue but gets 4 out of 5 because of service and pricing."
rn576495686,Reviewed 3 weeks ago , Karon,Ann Restaurant,A family of four. Had lunch and I loved the red curry! My children had pizza and burgers and where happy with their choices. In the evening seems to become a busy sea food restaurant. I believe we will return.
rn576135004,Reviewed 3 weeks ago , Karon,Ann Restaurant,"We went here based on previous reviews and we were not disappointed. We had fresh prawns with garlic pepper and they were outstanding. We’re going back for more tonight.
The Thai rice we ordered to go with it was equally good. My kids had pizza,...More"
rn574730728,Reviewed 4 weeks ago , Karon,Ann Restaurant,"Authentic Family Thai food. Inexpensive.
Service ok without fanfare.
Curry and Pad Thai top the list.
Spring rolls so so."
rn572556744,"Reviewed April 10, 2018 ", Karon,Ann Restaurant,"This is a typical tourist restaurant sat at the bottom of the hill from our hotel. That isn’t of criticism as it is very good at what it does and keeps very busy as a result.
It offers a huge range of international and thai...More"
rn569852308,"Reviewed March 31, 2018 ", Karon,Ann Restaurant,Good food and excellent seafood its on a busy road and gets very busy at night and noisy but worth it for the food
rn568377298,"Reviewed March 23, 2018 ", Karon,Ann Restaurant,"We ate here twice during our stay, really good local Thai food - we tried the green curry, masaman curry, pad Thai and fresh tempura prawns which were all really good. Service is very quick & attentive. Prices very reasonable and cheap. Would recommend."
rn566167140,"Reviewed March 12, 2018 ", Karon,Ann Restaurant,"We visited here twice. Whilst they do tend to bring the main whilst still eating the starter , the staff were lovely and the service was great. Fantastic food and really reasonably priced"
rn565825916,"Reviewed March 11, 2018 ", Karon,Ann Restaurant,Our first visit to the Ann restaurant and had a lovely meal with great service. Will definitely go back again.
rn565799034,"Reviewed March 11, 2018 ", Karon,Ann Restaurant,"This resteraunt has the most amazing food , many many choices, we chose garlic bread with cheese, satays and masamam curry each. Amazing!! We also had two scotch and cokes and two Pina coladas. Total bill 1,010 baht $40.00 Aud drinks cost 540 baht approx...More"
rn561147764,"Reviewed February 17, 2018 ", Karon,Ann Restaurant,Ordered an entree and a main and a coke. Entree arrives before my drink. Asked for my drink again. Then the main meal arrives and still no drink. Asked for it again. Ordered a curry so by now i really craved my drink. Asked again...More
rn559983527,"Reviewed February 12, 2018 ", Karon,Ann Restaurant,"We went here and the service was bad , food was poor we were shown the lobster out front but given a poor quality one from freezer.
Also drinks warm when we mentioned the coconut was warm he took it away with attitude and said...More"
rn558751024,"Reviewed February 5, 2018 ", Karon,Ann Restaurant,"My favourite restaurant in Karon!! Food was really great, chicken and cashew nut, cashew rice, massaman curry. Definitely worth a visit and cheap too!!!!"
rn558072011,"Reviewed February 3, 2018 ", Karon,Ann Restaurant,Very nice seafood and fish. Cooked to perfection. Lovely staff and welcoming. Loads of choice and perfect service. You don’t go for the deco though.
rn551677512,"Reviewed January 4, 2018 ", Karon,Ann Restaurant,"Nice thai restaurant which is basic in appearance, well priced, yet with quality thai food. Well worth a visit."
rn549948341,"Reviewed December 29, 2017 ", Karon,Ann Restaurant,"A great little restraunt for families or couples to discover the great flavours of the mother country.
Highly recommend the pork green curry and seafood.
The service was prompt and they brought our orders out how we expected, great presentation with flavours to match.
They...More"
rn545894851,"Reviewed December 7, 2017 ", Karon,Ann Restaurant,"Service is very friendly, food very good and generous portions, international food available, waiters speak half a dozen languages each. Fresh seafood available and you can choose yours outside."
rn541972334,"Reviewed November 19, 2017 ", Karon,Ann Restaurant,Another busy restaurant thst is eager to get you in and then offers basic service. Food was okay but we have had better here and not as expensive for Karon.
rn541041251,"Reviewed November 14, 2017 ", Karon,Ann Restaurant,"From the outside could see this restaurant had good fresh fish for sale and the darting area was busy, which is always a good sign, the menu is large and the service is hectic. Price a little higher then other Restaurant but the food was...More"
rn538471236,"Reviewed November 5, 2017 ", Karon,Ann Restaurant,Had a nice Thai dinner here; the food was good and inexpensive . We didn’t have to wait too long and it tasted fresh and we didn’t get sick! Would go back!
rn537019203,"Reviewed October 29, 2017 ", Karon,Ann Restaurant,Visited here because of reviews. Food was okay but nothing special for the price. Husband said his steak was nice and my spagetti bolognese tasted fine just the size of a half portion
rn536859225,"Reviewed October 29, 2017 ", Karon,Ann Restaurant,"Busy place, food must be good??? Definitely not, well not for us - Great staff though, cheerful and work hard."
rn536009844,"Reviewed October 25, 2017 ", Karon,Ann Restaurant,Ate here twice on our stay should have gone more great food loved it everytime will be back next time for sure
rn531610796,"Reviewed October 10, 2017 ", Karon,Ann Restaurant,"Restaurant is centrally located and bit pushy at getting customers off the street. It's up stairs so not great for accessibility.
We had a couple of meals here, breakfast and lunch. They were ok, nothing special. Everyone had upset tummies afterwards but that might have...More"
rn525329725,"Reviewed September 18, 2017 ", Karon,Ann Restaurant,One of many seafood restaurants along this strip of Karon. Plenty of variety and you can choose your own seafood from the trays out the front. Good service and attentive and food was fine.
rn523852668,"Reviewed September 12, 2017 ", Karon,Ann Restaurant,"Food! AMAZING
Staff! AMAZING
Atmosphere! AMAZING
Seafood! AMAZING
everything about your restaurant is AMAZING
Special mention to your staff member ""Naiag"" hopefully spelt correctly
He was outstanding and honestly went above and beyond, my partner wanted a specific drink that you were out of so...More"
rn520461113,"Reviewed September 2, 2017 ", Karon,Ann Restaurant,"Food is very average here... massive overload of garlic one everything. The sad thing is the fish and seafood is fresher than the light of day, the Chef ruins it by throwing lots of sauce and ingredients and simply ruins the food.
We have so...More"
rn512948519,"Reviewed August 14, 2017 ", Karon,Ann Restaurant,We kept returning to this place as the food was faultless and the service was Great. The kids enjoyed playing connect 4.
rn511699610,"Reviewed August 12, 2017 ", Karon,Ann Restaurant,"From the moment you step foot in Ann's, you feel welcome. Straightaway you're shown a table and out comes the connect 4, great idea, kept my boys occupied.
We ate here twice and the first time I would give 5/5 and the next time 3/5...so...More"
rn511172487,"Reviewed August 10, 2017 ", Karon,Ann Restaurant,We had dinner here one night as when we was walking down the street the staff were super friendly so decided to try it or for dinner. When we went back we needed a table for 8 which wasn't available and we had to wait...More
rn502710097,"Reviewed July 17, 2017 ", Karon,Ann Restaurant,A lot of restaurants sell seafood but this was still moving. I thoroughly enjoyed my food as did my friends. The seafood platter is divine!
rn502126275,"Reviewed July 15, 2017 ", Karon,Ann Restaurant,"Food was awesome...Thai seafood salad, Fried fish with Garlic and fried fish in red sauce was absolutely delicious...very friendly staff...definitely recommended"
rn499516775,"Reviewed July 7, 2017 ", Karon,Ann Restaurant,"Usually in life people say ""speed, quality or cost: pick any two"" ie. you can't have all three. Well Ann Restaurant is the exception to the rule. We went there with two smallish children 6 & 10 who can be challenging to satisfy in a...More"
rn498836599,"Reviewed July 5, 2017 ", Karon,Ann Restaurant,"Great value for money, provided connect 4 for kids to play. Extensive menu western & local food. Food good but not the best we've had in Thailand. Value for money thumbs up."
rn498391927,"Reviewed July 3, 2017 ", Karon,Ann Restaurant,"We ate dinner at this place 4 times in the past 2 weeks food is excellent, the staff are very friendly and their English is excellent.They cater for fussy eaters all you have to do is ask for exactly what you want and it's no...More"
rn497624708,"Reviewed July 1, 2017 ", Karon,Ann Restaurant,"An all round great place to eat fresh fish cooked to order, international and Thai dishes in a relaxed fun atmosphere. The salad bar, free wifi and fruit is all included."
rn497360243,"Reviewed June 30, 2017 ", Karon,Ann Restaurant,We decided on this restaurant amongst the many Thai eateries around and pleased that we did. Good food and service fast and efficient
rn489972933,"Reviewed June 2, 2017 ", Karon,Ann Restaurant,"Visited here with my husband for a quick dinner.
We were seated quickly but were allowed to choose our seats. We were given menus and our drink orders taken, although this took awhile. The staff didn't speak much English so we used our menus to...More"
rn489587759,"Reviewed June 1, 2017 ", Karon,Ann Restaurant,The best restuarant in karon that you have to try it. It 's fresh seafood and yummy. Don't forget it if you come to Phuket (Thailand)
rn488668148,"Reviewed May 29, 2017 ", Karon,Ann Restaurant,"We had a meal here recently and would have to say this is the only place in phuket that we were disapointed with . The food is tasteless and poorly cooked . I had du k noodle soup and the duck was dry , i...More"
rn486240664,"Reviewed May 21, 2017 ", Karon,Ann Restaurant,"We had dinner here a couple of times we are a family of 5 ranging from 8 to 15 and the vast variety to choose from out of there menu would please the fussiest eaters.
The staff were very friendly and helpful and always made...More"
rn484855200,"Reviewed May 17, 2017 ", Karon,Ann Restaurant,"This was probably the best meal we had whilst in Karon, we had a seafood plater as well as shared spring rolls.
we did not hang around long as we were tried from our day trip, worth a look."
rn482933403,"Reviewed May 9, 2017 ", Karon,Ann Restaurant,"Average place, with average food. We ordered a big sea-food plate, it was OK, but the same plate is cooked in every restaurant along the road. The plates are plastic, the tables are kind of clean, the receipt is given in Thai - so you...More"
rn481851407,"Reviewed May 5, 2017 ", Karon,Ann Restaurant,"There are a lot of local restaurants all vying for your business but this is one of several I tried that was worth a visit if you only have a few to chose from. We had spring rolls, fried rice with egg, green chicken curry...More"
rn480868620,"Reviewed May 2, 2017 ", Karon,Ann Restaurant,Pretty cheap food-comparable to the prices in Bangkok and cheaper than others around. But the food was definitely sub-standard and the worst restaurant we have eaten at in Thailand.
rn477088473,"Reviewed April 19, 2017 ", Karon,Ann Restaurant,"So far the worst meal we have had in Phuket. Pad Thai inedible, pork with basil and chilli was full of fat not what I would call pork, not enjoyable at all. Staff were friendly but would not recommend eating here."
rn477043876,"Reviewed April 19, 2017 ", Karon,Ann Restaurant,Ate here twice during our stay in Karon. Once with a big group and once just a few of us. Food was consistent and good. Prices were good too. Very large menu which can make choosing difficult but plenty of options for all tastes.
rn476632999,"Reviewed April 17, 2017 ", Karon,Ann Restaurant,Had a lovely meal here. Very nice lobster Thermidor preceded by won ton soup. The Thai green curry was also excellent. Be aware that the food comes out as it is ready so starters may come after main courses!
rn475305141,"Reviewed April 13, 2017 ", Karon,Ann Restaurant,"Pros:
=====
Pleasant serving staff
Huge menu (43 pages long!!!)
Open air
Cons:
=====
Extremely slow service (excuse was that we had a big table - six people- really???)
Pork dish was almost all fat
Pad Thai dish almost inedible
Helpings were meager compared to...More"
rn473856028,"Reviewed April 9, 2017 ", Karon,Ann Restaurant,"Good food fresh from the see well cooked to your taste, good wine with a large selection and all at good price"
rn473337498,"Reviewed April 7, 2017 ", Karon,Ann Restaurant,The food was not edible . I ordered a chicken/noodle soup dish and a chicken with fried rice and Pineapple dish . Was surprised that both dishes came out at the same time !!! OMG I can only eat one dish at a time !!...More
rn472883134,"Reviewed April 5, 2017 ", Karon,Ann Restaurant,"Green curry worst ever , spring roll greasy, pad Thai disgusting. Staff could not care if you were there or not. Best not to eat here we were worried we would be ill the next day, but we were ok."
rn472425293,"Reviewed April 3, 2017 ", Karon,Ann Restaurant,"Nice restaurant good food
Good choice of fish prawns squid etc
friendly and attentive staff
sit outside if possible"
rn471886611,"Reviewed April 1, 2017 ", Karon,Ann Restaurant,"From the outside could see this restaurant had good fresh fish for sale and the darting area was busy, which is always a good sign. Managed to get a table of 4 for the family, the menu is large and the service is hectic but...More"
rn470099691,"Reviewed March 25, 2017 ", Karon,Ann Restaurant,"Loved this mid-range restaurant, opposite the Red Onion. Comfortable to eat there in the high humidity as there are fans over every table. Huge selection at extremely reasonable prices with the addition of a free salad bar."
rn469233449,"Reviewed March 21, 2017 ", Karon,Ann Restaurant,"I stopped in here for lunch based on the Trip Adviser reviews and really enjoyed the Red Snapper recommended by the guy outside.
I thought it was a tad pricey compared to the competition though"
rn466137170,"Reviewed March 10, 2017 ", Karon,Ann Restaurant,"Great thai food, fresh fish, wonderful staff and cheap prices. Open until late. They've really pampered our baby daughter.
What asks for more?"
rn464214672,"Reviewed March 2, 2017 ", Karon,Ann Restaurant,"We ate here twice, both times grilled fish and seafood and it was far the best we got in Karon. It was really yummy how they prepared everything, fish was super fresh and tasty, perfectly matched with the spicy sauce they served aside. There is...More"
rn460529783,"Reviewed February 16, 2017 ", Karon,Ann Restaurant,"THis was our favourite little Thai restaurant when we stayed in Karon.
The food was delicious the service good & the waiting time for it was good.
I couldnt recommend it high enough."
rn453704024,"Reviewed January 20, 2017 ", Karon,Ann Restaurant,Whilst walking along the Main Street we came across this restaurant where there was fresh fish on display. The seafood looked and smelt fresh and the prices for lobster and prawns was good. The menu offered an extensive range of dishes to suit all tastes...More
rn449732622,"Reviewed January 5, 2017 ", Karon,Ann Restaurant,We went here once and enjoyed the meall to many paces to go we certainly would give it another go if back in thailand
rn449716624,"Reviewed January 5, 2017 ", Karon,Ann Restaurant,Would have to say hands down the best seafood we had in Karon all fresh out of the tanks and great prices too
rn448661526,"Reviewed January 2, 2017 ", Karon,Ann Restaurant,Underwhelming seafood restaurant. We wanted to eat across the street but there was an hour's wait so we opted for Ann's and should have just waited in line as we ate there the next night (see Red Onion review). We ordered the seafood grill platter...More
rn446663849,"Reviewed December 26, 2016 ", Karon,Ann Restaurant,This is a mainly seafood restaurant with it all displayed at the front of the restaurant. If you wish you can pick your own. The prawns are superb and the flavours are wonderful. Fantastic meal.
rn446560173,"Reviewed December 25, 2016 ", Karon,Ann Restaurant,"Came here on Christmas Day. Ignored by wait staff more interested in attracting customers than serving them, main course served before appetizer, rat running around near road side of restaurant (note there is lots of rubbish/trash dumped in streets just attracting vermin) and then just...More"
rn443416352,"Reviewed December 10, 2016 ", Karon,Ann Restaurant,"Quick service, no wait unlike the queue at 'red onion' across the road.
The food was tasty, the fresh seafood selection on display was certainly the draw card.
The staff were attentive, friendly and the head waiter spoke English well.
The only negative was the...More"
rn442732891,"Reviewed December 7, 2016 ", Karon,Ann Restaurant,We had dinner here on a very busy night with a group of 8 and the food came out pretty quick and it was delicious with one exception. We ordered from the Thai menu mostly except for one child that ordered the spaghetti bolognaise. It...More
rn439724855,"Reviewed November 24, 2016 ", Karon,Ann Restaurant,We had a very good Thai meal here with good service. There are many restaurants in Karon but this was one of the better ones.
rn429981496,"Reviewed October 20, 2016 ", Karon,Ann Restaurant,"We stopped after being told by the lad out the front he would give us a 10% discount. The food was ok, nothing special. We had BBQ prawns which were hard to eat, the strawberry daquiri was disgusting and could not drink it. Service was...More"
rn426668872,"Reviewed October 10, 2016 ", Karon,Ann Restaurant,"The food was ok but nothing special standard thai food. The presantation was poor .
The service and price was also ok ."
rn424590496,"Reviewed October 2, 2016 ", Karon,Ann Restaurant,"Group of 9 with some who do not eat Thai at all. This restaurant catered for all, the Thai dishes we ordered where flavoursome and a cheap price, some of the teenagers who do not eat Thai ordered spaghetti and said that it was just...More"
rn424081571,"Reviewed October 1, 2016 ", Karon,Ann Restaurant,"We walked by the restaurant a few times, but always heading away. Staggered in one dark night heading back to the hoose.
Ended up using it more than we ate in the apartment.
Great friendly staff, although they don't grasp drunken Glaswegian too well. Usually...More"
rn423149405,"Reviewed September 28, 2016 ", Karon,Ann Restaurant,We got called across the street by a man and thank goodness he did. We ordered alot of food and drinks which were all beautifully prepared. The restaurant had a great atmosphere and the staff were very helpful. When the bill came at the end...More
rn422291694,"Reviewed September 25, 2016 ", Karon,Ann Restaurant,"We had a pleasant meal at this restaurant however it was nothing special compared with some others along the Karon centre strip. It is reasonably priced, service is friendly but the food is just a bit plain."
rn421991960,"Reviewed September 25, 2016 ", Karon,Ann Restaurant,Food was ok but the service was a let down we asked for some noodles in a dish and they just didn't want to change price was ok
rn421944675,"Reviewed September 24, 2016 ", Karon,Ann Restaurant,"Good tasty food
Great price
Worth a visit while strolling or escaping bland hotel food.
Went with 10yo, 15mo, Indian grandma.
There was something for everyone.
Fish & chips were great"
rn421917041,"Reviewed September 24, 2016 ", Karon,Ann Restaurant,"We were passing the Ann restaurant on the opposite side of the road and the guy called us over. We thought we would give it a go there were lots of people in the restaurant, and that's how we generally judge if it's going to...More"
rn421668428,"Reviewed September 24, 2016 ", Karon,Ann Restaurant,"I went to this restaurant with my family...
#1 awesome staff! The staff here were AMAZINGLY nice and assuring that we were having a nice meal. #2 you get a perfect sized serving that tastes delicious from experienced Thai chefs. #3 when you eat here...More"
rn420696828,"Reviewed September 20, 2016 ", Karon,Ann Restaurant,My family ate here twice in a week. The place is cheap and has a very large selection. They take credit card and apply a discount if you eat early between 6 -7pm (most places we ate at during this time applied a discount). Food...More
rn420160409,"Reviewed September 19, 2016 ", Karon,Ann Restaurant,"Visited with family, well priced, 2 adults and 2 kids with drinks only 545 baht. Wait staff all friendly and responsive. Food well priced and well portioned."
rn418709510,"Reviewed September 15, 2016 ", Karon,Ann Restaurant,"I would say it is one of the best places to visit. The food is various and rather delicious. You are invited to the free table with salad, watermelon and pineapple before the main course. The price is good. Definitely should be visited."
rn417935327,"Reviewed September 13, 2016 ", Karon,Ann Restaurant,"Firstly, we have been to red onion across the road numerous times and we found Ann restaraunt half empty yet just as good if not better. We had 4 dishes, 2 beers and 1 soft drink for 620baht which is approx $23 AUD. Soooo cheap!!!...More"
rn410011059,"Reviewed August 24, 2016 ", Karon,Ann Restaurant,From before we even got into the restaurant the service was great. One of the guys out the front stopped traffic so that we could cross the road with our 5 young children. We were seated at a table and they set up two chairs...More
rn409072079,"Reviewed August 22, 2016 ", Karon,Ann Restaurant,One of the better restaurants along Patak Road. Lots of variety and they include free help yourself salad and fruit salad. They also offer cheap Singha and Chang beer. Highly recommend.
rn409020010,"Reviewed August 22, 2016 ", Karon,Ann Restaurant,My rating was difficult to decide and probably would be a 4 out of 5 if you are looking for a good value meal. My wife and I enjoyed our visit and the staff were very helpful. My pizza was nice but a bit too...More
rn408717783,"Reviewed August 22, 2016 ", Karon,Ann Restaurant,"We ate here one night. It's a reasonable price. I tried the American club as I was trying a simple night for food! Sandwich and chips were tasty probably didn't need the onion. My husband had a pizza, bit of a cheese overload. The more...More"
rn407232991,"Reviewed August 18, 2016 ", Karon,Ann Restaurant,"We decided to try a restaurant on the other side of the road one night and somehow got drawn into this place by the waiter enticing my son with the offer of pizza. Unfortunately, the expectation was short lived as his pizza was little more...More"
rn402234808,"Reviewed August 6, 2016 ", Karon,Ann Restaurant,"We ate here twice on a recent trip to Karon. The food is great and reasonably priced. The staff are friendly, welcoming and interesting to talk to. Its casual and a nice place to eat, have a drink and watch the streets of Karon pass...More"
rn401389743,"Reviewed August 4, 2016 ", Karon,Ann Restaurant,"Tasty food, friendly staff. I had lunch with my family and the food was excellent and the waiter did everything he could to accommodate. Would definitely go back."
rn401311187,"Reviewed August 4, 2016 ", Karon,Ann Restaurant,We just arrived in Karon and this was basically the 1st restaurant we came too. They were very friendly and helpful. Service and food was very fast I actually am regretting my 3 rating which I applied because I found the food not very authentic...More
rn400328464,"Reviewed August 2, 2016 ", Karon,Ann Restaurant,"We ate here on recommendation of our taxi driver and the food was DELICIOUS! Great seafood, lovely service and chilled out atmosphere. Kid friendly and not expensive. This is not a posh fine dining restaurant but a local small authentic eaterie. The flavours are fab...More"
rn398355102,"Reviewed July 28, 2016 ", Karon,Ann Restaurant,"We had a walk around karon beach restaurants looking for good seafood at a decent price, we decided to try Ann's restaurants and picked a basket deal with mussels, crab, lobster, prawns small, prawns large and we added two other strange looking prawns to try...More"
rn395436703,"Reviewed July 22, 2016 ", Karon,Ann Restaurant,"We have observed Ann over a couple of nights and opted to give it a try and were not disappointed.
We were in a party of 9 and were early and there were not many people in attendance. Service was good. Food came out to...More"
rn391863330,"Reviewed July 12, 2016 ", Karon,Ann Restaurant,Food was average. Fish didn't disappoint but shrimp was not the best. Service was not too bad. We tried to get into Red onion across the road but too busy. I have had better food in Thailand but it was not too bad.
